table name,column name,data type,max length,precision,scale,is nullable
RiskAsset,CreatorUserId,bigint,8,19,0,1
RiskAsset,LastModificationTime,datetime2,8,27,7,1
RiskAsset,LastModifierUserId,bigint,8,19,0,1
RiskAsset,IsDeleted,bit,1,1,0,0
RiskAsset,DeleterUserId,bigint,8,19,0,1
RiskAsset,DeletionTime,datetime2,8,27,7,1
RiskAsset,TenantId,int,4,10,0,0
RiskAsset,AssetId,int,4,10,0,0
RiskAsset,RiskId,int,4,10,0,0
RiskCategory,Id,int,4,10,0,0
RiskCategory,CreationTime,datetime2,8,27,7,0
RiskCategory,CreatorUserId,bigint,8,19,0,1
RiskCategory,LastModificationTime,datetime2,8,27,7,1
RiskCategory,LastModifierUserId,bigint,8,19,0,1
RiskCategory,IsDeleted,bit,1,1,0,0
RiskCategory,DeleterUserId,bigint,8,19,0,1
RiskCategory,DeletionTime,datetime2,8,27,7,1
RiskCategory,TenantId,int,4,10,0,1
RiskCategory,Name,nvarchar,-1,0,0,1
RiskCategory,Description,nvarchar,-1,0,0,1
RiskCategory,Color,nvarchar,-1,0,0,1
RiskCategory,GraphDbReferenceId,nvarchar,-1,0,0,1
RiskComment,Id,int,4,10,0,0
RiskComment,CreationTime,datetime2,8,27,7,0
RiskComment,CreatorUserId,bigint,8,19,0,1
RiskComment,LastModificationTime,datetime2,8,27,7,1
RiskComment,LastModifierUserId,bigint,8,19,0,1
RiskComment,IsDeleted,bit,1,1,0,0
RiskComment,DeleterUserId,bigint,8,19,0,1
RiskComment,DeletionTime,datetime2,8,27,7,1
RiskComment,TenantId,int,4,10,0,0
RiskComment,Comment,nvarchar,-1,0,0,1
RiskComment,UserId,bigint,8,19,0,1
RiskComment,RiskId,int,4,10,0,0
RiskComment,RootRiskId,int,4,10,0,1
RiskComment,Uuid,uniqueidentifier,16,0,0,0
RiskControl,Id,int,4,10,0,0
RiskControl,CreationTime,datetime2,8,27,7,0
RiskControl,CreatorUserId,bigint,8,19,0,1
RiskControl,LastModificationTime,datetime2,8,27,7,1
RiskControl,LastModifierUserId,bigint,8,19,0,1
RiskControl,IsDeleted,bit,1,1,0,0
RiskControl,DeleterUserId,bigint,8,19,0,1
RiskControl,DeletionTime,datetime2,8,27,7,1
RiskControl,ControlId,int,4,10,0,0
RiskControl,RiskId,int,4,10,0,0
RiskControl,TenantId,int,4,10,0,0
RiskControl,IsAddedFromAssessment,bit,1,1,0,0
RiskControl,IsAddedManually,bit,1,1,0,0
RiskCustomAttributeData,Id,int,4,10,0,0
RiskCustomAttributeData,CreationTime,datetime2,8,27,7,0
RiskCustomAttributeData,CreatorUserId,bigint,8,19,0,1
RiskCustomAttributeData,LastModificationTime,datetime2,8,27,7,1
RiskCustomAttributeData,LastModifierUserId,bigint,8,19,0,1
RiskCustomAttributeData,IsDeleted,bit,1,1,0,0
RiskCustomAttributeData,DeleterUserId,bigint,8,19,0,1
RiskCustomAttributeData,DeletionTime,datetime2,8,27,7,1
RiskCustomAttributeData,RiskId,int,4,10,0,0
RiskCustomAttributeData,ThirdPartyAttributesId,int,4,10,0,1
RiskCustomAttributeData,TenantId,int,4,10,0,0
RiskCustomAttributeData,OrganizationUnitId,bigint,8,19,0,1
RiskCustomAttributeData,ThirdPartyControlId,int,4,10,0,1
RiskCustomAttributeData,UserId,bigint,8,19,0,1
RiskCustomAttributeData,Uuid,uniqueidentifier,16,0,0,0
RiskDocument,Id,int,4,10,0,0
RiskDocument,CreationTime,datetime2,8,27,7,0
RiskDocument,CreatorUserId,bigint,8,19,0,1
RiskDocument,LastModificationTime,datetime2,8,27,7,1
RiskDocument,LastModifierUserId,bigint,8,19,0,1
RiskDocument,IsDeleted,bit,1,1,0,0
RiskDocument,DeleterUserId,bigint,8,19,0,1
RiskDocument,DeletionTime,datetime2,8,27,7,1
RiskDocument,TenantId,int,4,10,0,0
RiskDocument,DocumentFileName,nvarchar,-1,0,0,1
RiskDocument,DisplayFileName,nvarchar,-1,0,0,1
RiskDocument,DocumentUrl,nvarchar,-1,0,0,1
RiskDocument,FileSizeInKB,float,8,53,0,0
RiskDocument,RiskId,int,4,10,0,0
RiskFieldUserColumn,Id,bigint,8,19,0,0
RiskFieldUserColumn,TenantId,int,4,10,0,0
RiskFieldUserColumn,UserId,bigint,8,19,0,1
RiskFieldUserColumn,FieldId,int,4,10,0,1
RiskFieldUserColumn,ThirdPartyControlId,int,4,10,0,1
RiskFieldUserColumn,Order,int,4,10,0,0
RiskFieldUserColumn,WidthPx,int,4,10,0,1
RiskFieldUserColumn,CreationTime,datetime2,8,27,7,0
RiskFieldUserColumn,CreatorUserId,bigint,8,19,0,1
RiskFieldUserColumn,LastModificationTime,datetime2,8,27,7,1
RiskFieldUserColumn,LastModifierUserId,bigint,8,19,0,1
RiskFieldUserColumn,IsDeleted,bit,1,1,0,0
RiskFieldUserColumn,DeleterUserId,bigint,8,19,0,1
RiskFieldUserColumn,DeletionTime,datetime2,8,27,7,1
RiskFieldUserColumn,EntityTabType,int,4,10,0,0
RiskGroup,Id,int,4,10,0,0
RiskGroup,CreationTime,datetime2,8,27,7,0
RiskGroup,CreatorUserId,bigint,8,19,0,1
RiskGroup,LastModificationTime,datetime2,8,27,7,1
RiskGroup,LastModifierUserId,bigint,8,19,0,1
RiskGroup,IsDeleted,bit,1,1,0,0
RiskGroup,DeleterUserId,bigint,8,19,0,1
RiskGroup,DeletionTime,datetime2,8,27,7,1
RiskGroup,TenantId,int,4,10,0,1
RiskGroup,Name,nvarchar,-1,0,0,1
RiskGroup,Description,nvarchar,-1,0,0,1
RiskGroup,Status,int,4,10,0,0
RiskGroup,ImageUrl,nvarchar,-1,0,0,1
RiskGroup,GraphDbReferenceId,nvarchar,-1,0,0,1
RiskGroup,Color,nvarchar,-1,0,0,1
RiskGroup,IsAdRiskGroup,bit,1,1,0,0
RiskGroup,NumberOfRisks,int,4,10,0,1
RiskGroup,Price,decimal,9,18,2,1
RiskGroup,WebLink,nvarchar,-1,0,0,1
RiskGroup,SubscriptionType,int,4,10,0,1
RiskGroup,IsInternal,bit,1,1,0,0
RiskImportStagingRecord,Id,int,4,10,0,0
RiskImportStagingRecord,CreationTime,datetime2,8,27,7,0
RiskImportStagingRecord,CreatorUserId,bigint,8,19,0,1
RiskImportStagingRecord,TenantId,int,4,10,0,0
RiskImportStagingRecord,RiskName,nvarchar,-1,0,0,1
RiskImportStagingRecord,RiskDescription,nvarchar,-1,0,0,1
RiskImportStagingRecord,RiskOwners,nvarchar,-1,0,0,1
RiskImportStagingRecord,AssociatedAssets,nvarchar,-1,0,0,1
RiskImportStagingRecord,AssociatedTags,nvarchar,-1,0,0,1
RiskImportStagingRecord,TreatmentDecision,nvarchar,-1,0,0,1
RiskImportStagingRecord,TreatmentStatus,nvarchar,-1,0,0,1
RiskImportStagingRecord,TreatmentDescription,nvarchar,-1,0,0,1
RiskImportStagingRecord,TreatmentOwners,nvarchar,-1,0,0,1
RiskImportStagingRecord,TreatmentDate,nvarchar,-1,0,0,1
RiskImportStagingRecord,HasError,bit,1,1,0,0
RiskImportStagingRecord,ErrorMessage,nvarchar,-1,0,0,1
RiskImportStagingRecord,IsExists,bit,1,1,0,0
RiskImportStagingRecord,IsDuplicate,bit,1,1,0,0
RiskImportStagingRecord,IsImported,bit,1,1,0,0
RiskImportStagingRecord,ImportFileLogId,bigint,8,19,0,0
RiskImportStagingRecord,TreatmentPlanName,nvarchar,-1,0,0,1
RiskImportStagingRecord,TreatmentPlanStatus,nvarchar,-1,0,0,1
RiskImportStagingRecord,CommonCauses,nvarchar,-1,0,0,1
RiskImportStagingRecord,LikelyImpacts,nvarchar,-1,0,0,1
RiskImportStagingRecord,IdentifiedBy,nvarchar,-1,0,0,1
RiskImportStagingRecord,CustomData,nvarchar,-1,0,0,1
RiskImportStagingRecord,TenantEntityUniqueId,nvarchar,-1,0,0,1
RiskImportStagingRecord,AccessMembers,nvarchar,-1,0,0,1
RiskImportStagingRecord,TemplateColumns,nvarchar,-1,0,0,1
RiskImportStagingRecord,Comments,nvarchar,-1,0,0,1
RiskImportStagingRecord,WorkflowStage,nvarchar,-1,0,0,1
RiskMetric,Id,bigint,8,19,0,0
RiskMetric,CreationTime,datetime2,8,27,7,0
RiskMetric,CreatorUserId,bigint,8,19,0,1
RiskMetric,LastModificationTime,datetime2,8,27,7,1
RiskMetric,LastModifierUserId,bigint,8,19,0,1
RiskMetric,IsDeleted,bit,1,1,0,0
RiskMetric,DeleterUserId,bigint,8,19,0,1
RiskMetric,DeletionTime,datetime2,8,27,7,1
RiskMetric,TenantId,int,4,10,0,0
RiskMetric,MetricId,bigint,8,19,0,0
RiskMetric,RiskId,int,4,10,0,0
RiskOwner,Id,int,4,10,0,0
RiskOwner,CreationTime,datetime2,8,27,7,0
RiskOwner,CreatorUserId,bigint,8,19,0,1
RiskOwner,LastModificationTime,datetime2,8,27,7,1
RiskOwner,LastModifierUserId,bigint,8,19,0,1
RiskOwner,IsDeleted,bit,1,1,0,0
RiskOwner,DeleterUserId,bigint,8,19,0,1
RiskOwner,DeletionTime,datetime2,8,27,7,1
RiskOwner,TenantId,int,4,10,0,0
RiskOwner,RiskId,int,4,10,0,0
RiskOwner,UserId,bigint,8,19,0,1
RiskOwner,OrganizationUnitId,bigint,8,19,0,1
RiskOwner,Uuid,uniqueidentifier,16,0,0,0
RiskPolicy,Id,int,4,10,0,0
RiskPolicy,CreationTime,datetime2,8,27,7,0
RiskPolicy,CreatorUserId,bigint,8,19,0,1
RiskPolicy,LastModificationTime,datetime2,8,27,7,1
RiskPolicy,LastModifierUserId,bigint,8,19,0,1
RiskPolicy,IsDeleted,bit,1,1,0,0
RiskPolicy,DeleterUserId,bigint,8,19,0,1
RiskPolicy,DeletionTime,datetime2,8,27,7,1
RiskPolicy,PolicyId,bigint,8,19,0,0
RiskPolicy,RiskId,int,4,10,0,0
RiskPolicy,TenantId,int,4,10,0,0
RiskProvision,Id,int,4,10,0,0
RiskProvision,CreationTime,datetime2,8,27,7,0
RiskProvision,CreatorUserId,bigint,8,19,0,1
RiskProvision,LastModificationTime,datetime2,8,27,7,1
RiskProvision,LastModifierUserId,bigint,8,19,0,1
RiskProvision,IsDeleted,bit,1,1,0,0
RiskProvision,DeleterUserId,bigint,8,19,0,1
RiskProvision,DeletionTime,datetime2,8,27,7,1
RiskProvision,AuthorityProvisionId,int,4,10,0,0
RiskProvision,RiskId,int,4,10,0,0
RiskProvision,TenantId,int,4,10,0,0
RiskProvision,IsAddedFromAssessment,bit,1,1,0,0
RiskProvision,IsAddedManually,bit,1,1,0,0
RiskRegisterRecord,Id,bigint,8,19,0,0
RiskRegisterRecord,CreationTime,datetime2,8,27,7,0
RiskRegisterRecord,CreatorUserId,bigint,8,19,0,1
RiskRegisterRecord,LastModificationTime,datetime2,8,27,7,1
RiskRegisterRecord,LastModifierUserId,bigint,8,19,0,1
RiskRegisterRecord,IsDeleted,bit,1,1,0,0
RiskRegisterRecord,DeleterUserId,bigint,8,19,0,1
RiskRegisterRecord,DeletionTime,datetime2,8,27,7,1
RiskRegisterRecord,TenantId,int,4,10,0,0
RiskRegisterRecord,RiskId,int,4,10,0,0
RiskRegisterRecord,RegisterRecordId,bigint,8,19,0,0
RiskRelationships,Id,int,4,10,0,0
RiskRelationships,TenantId,int,4,10,0,0
RiskRelationships,RiskId,int,4,10,0,0
RiskRelationships,RelatedRiskId,int,4,10,0,0
RiskRelationships,RelationshipType,int,4,10,0,0
RiskRelationships,CreationTime,datetime2,8,27,7,0
RiskRelationships,CreatorUserId,bigint,8,19,0,1
RiskRelationships,LastModificationTime,datetime2,8,27,7,1
RiskRelationships,LastModifierUserId,bigint,8,19,0,1
RiskRelationships,IsDeleted,bit,1,1,0,0
RiskRelationships,DeleterUserId,bigint,8,19,0,1
RiskRelationships,DeletionTime,datetime2,8,27,7,1
RiskReview,Id,int,4,10,0,0
RiskReview,CreationTime,datetime2,8,27,7,0
RiskReview,CreatorUserId,bigint,8,19,0,1
RiskReview,LastModificationTime,datetime2,8,27,7,1
RiskReview,LastModifierUserId,bigint,8,19,0,1
RiskReview,IsDeleted,bit,1,1,0,0
RiskReview,DeleterUserId,bigint,8,19,0,1
RiskReview,DeletionTime,datetime2,8,27,7,1
RiskReview,TenantId,int,4,10,0,0
RiskReview,Name,nvarchar,-1,0,0,1
RiskReview,Description,nvarchar,-1,0,0,1
RiskReview,LastPublishedDate,datetime2,8,27,7,1
RiskReview,DueDate,datetime2,8,27,7,1
RiskReview,ParentRiskReviewId,int,4,10,0,1
RiskReview,IsUnAssignedApplicationReview,bit,1,1,0,0
RiskReview,RiskReviewTemplateIdInServiceProvider,int,4,10,0,1
RiskReview,Status,int,4,10,0,0
RiskReview,Uuid,uniqueidentifier,16,0,0,0
RiskReviewClientInvite,Id,int,4,10,0,0
RiskReviewClientInvite,CreationTime,datetime2,8,27,7,0
RiskReviewClientInvite,CreatorUserId,bigint,8,19,0,1
RiskReviewClientInvite,LastModificationTime,datetime2,8,27,7,1
RiskReviewClientInvite,LastModifierUserId,bigint,8,19,0,1
RiskReviewClientInvite,IsDeleted,bit,1,1,0,0
RiskReviewClientInvite,DeleterUserId,bigint,8,19,0,1
RiskReviewClientInvite,DeletionTime,datetime2,8,27,7,1
RiskReviewClientInvite,TenantId,int,4,10,0,0
RiskReviewClientInvite,EmailAddress,nvarchar,-1,0,0,1
RiskReviewClientInvite,RiskReviewId,int,4,10,0,1
RiskReviewClientInvite,InviteSent,bit,1,1,0,0
RiskReviewClientInvite,ErrorMessage,nvarchar,-1,0,0,1
RiskReviewClientInvite,InvitedClientAdded,bit,1,1,0,0
RiskReviewClientInvite,InviteSentOn,datetime2,8,27,7,1
RiskReviewNew,Id,bigint,8,19,0,0
RiskReviewNew,TenantId,int,4,10,0,0
RiskReviewNew,Name,nvarchar,400,0,0,0
RiskReviewNew,Description,nvarchar,-1,0,0,1
RiskReviewNew,DueDate,datetime2,8,27,7,1
RiskReviewNew,Status,int,4,10,0,0
RiskReviewNew,IsArchived,bit,1,1,0,0
RiskReviewNew,CreationTime,datetime2,8,27,7,0
RiskReviewNew,CreatorUserId,bigint,8,19,0,1
RiskReviewNew,LastModificationTime,datetime2,8,27,7,1
RiskReviewNew,LastModifierUserId,bigint,8,19,0,1
RiskReviewNew,IsDeleted,bit,1,1,0,0
RiskReviewNew,DeleterUserId,bigint,8,19,0,1
RiskReviewNew,DeletionTime,datetime2,8,27,7,1
RiskReviewNew,IsPreviousStatusInProgress,bit,1,1,0,0
RiskReviewNew,StartDate,datetime2,8,27,7,0
RiskReviewNew,MigratedFromRiskReviewId,int,4,10,0,1
RiskReviewNew,Uuid,uniqueidentifier,16,0,0,0
RiskReviewOwnerEmailsLog,Id,bigint,8,19,0,0
RiskReviewOwnerEmailsLog,CreationTime,datetime2,8,27,7,0
RiskReviewOwnerEmailsLog,CreatorUserId,bigint,8,19,0,1
RiskReviewOwnerEmailsLog,TenantId,int,4,10,0,0
RiskReviewOwnerEmailsLog,RiskReviewId,int,4,10,0,1
RiskReviewOwnerEmailsLog,OwnerId,bigint,8,19,0,1
RiskReviewOwnerEmailsLog,UserId,bigint,8,19,0,1
RiskReviewOwnerEmailsLog,UserEvent,int,4,10,0,0
RiskReviewOwnerNew,Id,bigint,8,19,0,0
RiskReviewOwnerNew,TenantId,int,4,10,0,0
RiskReviewOwnerNew,RiskReviewId,bigint,8,19,0,0
RiskReviewOwnerNew,UserId,bigint,8,19,0,0
RiskReviewOwnerNew,CreationTime,datetime2,8,27,7,0
RiskReviewOwnerNew,CreatorUserId,bigint,8,19,0,1
RiskReviewOwnerNew,LastModificationTime,datetime2,8,27,7,1
RiskReviewOwnerNew,LastModifierUserId,bigint,8,19,0,1
RiskReviewOwnerNew,IsDeleted,bit,1,1,0,0
RiskReviewOwnerNew,DeleterUserId,bigint,8,19,0,1
RiskReviewOwnerNew,DeletionTime,datetime2,8,27,7,1
RiskReviewTeam,Id,int,4,10,0,0
RiskReviewTeam,CreationTime,datetime2,8,27,7,0
RiskReviewTeam,CreatorUserId,bigint,8,19,0,1
RiskReviewTeam,LastModificationTime,datetime2,8,27,7,1
RiskReviewTeam,LastModifierUserId,bigint,8,19,0,1
RiskReviewTeam,IsDeleted,bit,1,1,0,0
RiskReviewTeam,DeleterUserId,bigint,8,19,0,1
RiskReviewTeam,DeletionTime,datetime2,8,27,7,1
RiskReviewTeam,TenantId,int,4,10,0,0
RiskReviewTeam,UserId,bigint,8,19,0,0
RiskReviewTeam,RiskReviewId,int,4,10,0,0
RiskReviewTeam,RoleId,int,4,10,0,0
RiskReviewTeam,Status,int,4,10,0,0
RiskReviewUserInvite,Id,int,4,10,0,0
RiskReviewUserInvite,CreationTime,datetime2,8,27,7,0
RiskReviewUserInvite,CreatorUserId,bigint,8,19,0,1
RiskReviewUserInvite,TenantId,int,4,10,0,0
RiskReviewUserInvite,Name,nvarchar,-1,0,0,1
RiskReviewUserInvite,EmailAddress,nvarchar,-1,0,0,1
RiskReviewUserInvite,RoleId,int,4,10,0,1
RiskReviewUserInvite,VerificationCode,nvarchar,-1,0,0,1
RiskReviewUserInvite,RiskReviewId,int,4,10,0,1
RiskReviewUserInvite,InvitedUserAdded,bit,1,1,0,0
RiskReviewUserInvite,InviteExpireTimeUtc,datetime2,8,27,7,1
RiskSubmissionForm,Id,bigint,8,19,0,0
RiskSubmissionForm,Name,nvarchar,400,0,0,0
RiskSubmissionForm,TenantId,int,4,10,0,0
RiskSubmissionForm,FormUrl,nvarchar,-1,0,0,1
RiskSubmissionForm,IsArchived,bit,1,1,0,0
RiskSubmissionForm,ArchivedDate,datetime2,8,27,7,1
RiskSubmissionForm,Description,nvarchar,-1,0,0,1
RiskSubmissionForm,CreatedFromFormId,bigint,8,19,0,1
RiskSubmissionForm,IsRiskAssessmentEnabled,bit,1,1,0,0
RiskSubmissionForm,Status,int,4,10,0,0
RiskSubmissionForm,WorkflowStageId,int,4,10,0,1
RiskSubmissionForm,RiskAssessmentLabelAttributeId,int,4,10,0,1
RiskSubmissionForm,CreationTime,datetime2,8,27,7,0
RiskSubmissionForm,CreatorUserId,bigint,8,19,0,1
RiskSubmissionForm,LastModificationTime,datetime2,8,27,7,1
RiskSubmissionForm,LastModifierUserId,bigint,8,19,0,1
RiskSubmissionForm,IsDeleted,bit,1,1,0,0
RiskSubmissionForm,DeleterUserId,bigint,8,19,0,1
RiskSubmissionForm,DeletionTime,datetime2,8,27,7,1
RiskSubmissionFormField,Id,bigint,8,19,0,0
RiskSubmissionFormField,TenantId,int,4,10,0,0
RiskSubmissionFormField,RiskSubmissionFormId,bigint,8,19,0,0
RiskSubmissionFormField,FieldId,int,4,10,0,1
RiskSubmissionFormField,ThirdPartyControlId,int,4,10,0,1
RiskSubmissionFormField,Order,int,4,10,0,0
RiskSubmissionFormField,IsMandatory,bit,1,1,0,0
RiskSubmissionFormField,EntityType,int,4,10,0,0
RiskSubmissionFormField,CreationTime,datetime2,8,27,7,0
RiskSubmissionFormField,CreatorUserId,bigint,8,19,0,1
RiskSubmissionFormField,LastModificationTime,datetime2,8,27,7,1
RiskSubmissionFormField,LastModifierUserId,bigint,8,19,0,1
RiskSubmissionFormField,IsDeleted,bit,1,1,0,0
RiskSubmissionFormField,DeleterUserId,bigint,8,19,0,1
RiskSubmissionFormField,DeletionTime,datetime2,8,27,7,1
RiskSubmissionFormOwner,Id,bigint,8,19,0,0
RiskSubmissionFormOwner,TenantId,int,4,10,0,0
RiskSubmissionFormOwner,RiskSubmissionFormId,bigint,8,19,0,0
RiskSubmissionFormOwner,UserId,bigint,8,19,0,1
RiskSubmissionFormOwner,OrganizationUnitId,bigint,8,19,0,1
RiskSubmissionFormOwner,CreationTime,datetime2,8,27,7,0
RiskSubmissionFormOwner,CreatorUserId,bigint,8,19,0,1
RiskSubmissionFormOwner,LastModificationTime,datetime2,8,27,7,1
RiskSubmissionFormOwner,LastModifierUserId,bigint,8,19,0,1
RiskSubmissionFormOwner,IsDeleted,bit,1,1,0,0
RiskSubmissionFormOwner,DeleterUserId,bigint,8,19,0,1
RiskSubmissionFormOwner,DeletionTime,datetime2,8,27,7,1
RiskTag,Id,int,4,10,0,0
RiskTag,CreationTime,datetime2,8,27,7,0
RiskTag,CreatorUserId,bigint,8,19,0,1
RiskTag,LastModificationTime,datetime2,8,27,7,1
RiskTag,LastModifierUserId,bigint,8,19,0,1
RiskTag,IsDeleted,bit,1,1,0,0
RiskTag,DeleterUserId,bigint,8,19,0,1
RiskTag,DeletionTime,datetime2,8,27,7,1
RiskTag,TagId,int,4,10,0,0
RiskTag,RiskId,int,4,10,0,0
RiskTag,TenantId,int,4,10,0,0
RiskTag,Uuid,uniqueidentifier,16,0,0,0
RiskThirdParty,Id,bigint,8,19,0,0
RiskThirdParty,CreationTime,datetime2,8,27,7,0
RiskThirdParty,CreatorUserId,bigint,8,19,0,1
RiskThirdParty,LastModificationTime,datetime2,8,27,7,1
RiskThirdParty,LastModifierUserId,bigint,8,19,0,1
RiskThirdParty,IsDeleted,bit,1,1,0,0
RiskThirdParty,DeleterUserId,bigint,8,19,0,1
RiskThirdParty,DeletionTime,datetime2,8,27,7,1
RiskThirdParty,TenantId,int,4,10,0,0
RiskThirdParty,RiskId,int,4,10,0,0
RiskThirdParty,TenantVendorId,bigint,8,19,0,0
RiskThirdParty,Uuid,uniqueidentifier,16,0,0,0
RiskThirdPartyControlCustomText,Id,int,4,10,0,0
RiskThirdPartyControlCustomText,CreationTime,datetime2,8,27,7,0
RiskThirdPartyControlCustomText,CreatorUserId,bigint,8,19,0,1
RiskThirdPartyControlCustomText,LastModificationTime,datetime2,8,27,7,1
RiskThirdPartyControlCustomText,LastModifierUserId,bigint,8,19,0,1
RiskThirdPartyControlCustomText,IsDeleted,bit,1,1,0,0
RiskThirdPartyControlCustomText,DeleterUserId,bigint,8,19,0,1
RiskThirdPartyControlCustomText,DeletionTime,datetime2,8,27,7,1
RiskThirdPartyControlCustomText,RiskId,int,4,10,0,0
RiskThirdPartyControlCustomText,ThirdPartyControlId,int,4,10,0,0
RiskThirdPartyControlCustomText,TextData,nvarchar,-1,0,0,1
RiskThirdPartyControlCustomText,TenantId,int,4,10,0,0
RiskThirdPartyControlCustomText,CustomDateValue,date,3,10,0,1
RiskThirdPartyControlCustomText,NumberValue,float,8,53,0,1
RiskThirdPartyControlCustomText,Uuid,uniqueidentifier,16,0,0,0
RiskTreatment,Id,int,4,10,0,0
RiskTreatment,CreationTime,datetime2,8,27,7,0
RiskTreatment,CreatorUserId,bigint,8,19,0,1
RiskTreatment,LastModificationTime,datetime2,8,27,7,1
RiskTreatment,LastModifierUserId,bigint,8,19,0,1
RiskTreatment,IsDeleted,bit,1,1,0,0
RiskTreatment,DeleterUserId,bigint,8,19,0,1
RiskTreatment,DeletionTime,datetime2,8,27,7,1
RiskTreatment,RiskId,int,4,10,0,1
RiskTreatment,TenantId,int,4,10,0,0
RiskTreatment,Status,int,4,10,0,0
RiskTreatment,DecisionId,bigint,8,19,0,1
RiskTreatment,Uuid,uniqueidentifier,16,0,0,0
RiskTreatmentPlan,Id,int,4,10,0,0
RiskTreatmentPlan,CreationTime,datetime2,8,27,7,0
RiskTreatmentPlan,CreatorUserId,bigint,8,19,0,1
RiskTreatmentPlan,LastModificationTime,datetime2,8,27,7,1
RiskTreatmentPlan,LastModifierUserId,bigint,8,19,0,1
RiskTreatmentPlan,IsDeleted,bit,1,1,0,0
RiskTreatmentPlan,DeleterUserId,bigint,8,19,0,1
RiskTreatmentPlan,DeletionTime,datetime2,8,27,7,1
RiskTreatmentPlan,TenantId,int,4,10,0,0
RiskTreatmentPlan,TreatmentDescription,nvarchar,-1,0,0,1
RiskTreatmentPlan,TreatmentDate,datetime2,8,27,7,1
RiskTreatmentPlan,TreatmentName,nvarchar,-1,0,0,1
RiskTreatmentPlan,IsDeprecated,bit,1,1,0,0
RiskTreatmentPlan,Status,int,4,10,0,0
RiskTreatmentPlan,AbstractRiskTreatmentPlanId,int,4,10,0,1
RiskTreatmentPlan,TreatmentCompletedDate,datetime2,8,27,7,1
RiskTreatmentPlan,Uuid,uniqueidentifier,16,0,0,0
RiskTreatmentPlan,IsAutoLinkEnabled,bit,1,1,0,0
RiskTreatmentPlan,IsAutoLinkRequested,bit,1,1,0,0
RiskTreatmentPlan,CreatedFromMethod,int,4,10,0,1
RiskTreatmentPlan,SourceEntityId,int,4,10,0,1
RiskTreatmentPlan,SourceInstance,int,4,10,0,1
RiskTreatmentPlan,SourceTenantId,int,4,10,0,1
RiskTreatmentPlanAssociation,Id,bigint,8,19,0,0
RiskTreatmentPlanAssociation,CreationTime,datetime2,8,27,7,0
RiskTreatmentPlanAssociation,CreatorUserId,bigint,8,19,0,1
RiskTreatmentPlanAssociation,LastModificationTime,datetime2,8,27,7,1
RiskTreatmentPlanAssociation,LastModifierUserId,bigint,8,19,0,1
RiskTreatmentPlanAssociation,IsDeleted,bit,1,1,0,0
RiskTreatmentPlanAssociation,DeleterUserId,bigint,8,19,0,1
RiskTreatmentPlanAssociation,DeletionTime,datetime2,8,27,7,1
RiskTreatmentPlanAssociation,TenantId,int,4,10,0,0
RiskTreatmentPlanAssociation,RiskTreatmentPlanId,int,4,10,0,0
RiskTreatmentPlanAssociation,RiskTreatmentId,int,4,10,0,1
RiskTreatmentPlanAssociation,RiskId,int,4,10,0,0
RiskTreatmentPlanAssociation,Uuid,uniqueidentifier,16,0,0,0
RiskTreatmentPlanComment,Id,int,4,10,0,0
RiskTreatmentPlanComment,CreationTime,datetime2,8,27,7,0
RiskTreatmentPlanComment,CreatorUserId,bigint,8,19,0,1
RiskTreatmentPlanComment,LastModificationTime,datetime2,8,27,7,1
RiskTreatmentPlanComment,LastModifierUserId,bigint,8,19,0,1
RiskTreatmentPlanComment,IsDeleted,bit,1,1,0,0
RiskTreatmentPlanComment,DeleterUserId,bigint,8,19,0,1
RiskTreatmentPlanComment,DeletionTime,datetime2,8,27,7,1
RiskTreatmentPlanComment,TenantId,int,4,10,0,0
RiskTreatmentPlanComment,Comment,nvarchar,-1,0,0,1
RiskTreatmentPlanComment,UserId,bigint,8,19,0,1
RiskTreatmentPlanComment,RiskTreatmentPlanId,int,4,10,0,0
RiskTreatmentPlanComment,Uuid,uniqueidentifier,16,0,0,0
RiskTreatmentPlanControl,Id,int,4,10,0,0
RiskTreatmentPlanControl,CreationTime,datetime2,8,27,7,0
RiskTreatmentPlanControl,CreatorUserId,bigint,8,19,0,1
RiskTreatmentPlanControl,LastModificationTime,datetime2,8,27,7,1
RiskTreatmentPlanControl,LastModifierUserId,bigint,8,19,0,1
RiskTreatmentPlanControl,IsDeleted,bit,1,1,0,0
RiskTreatmentPlanControl,DeleterUserId,bigint,8,19,0,1
RiskTreatmentPlanControl,DeletionTime,datetime2,8,27,7,1
RiskTreatmentPlanControl,ControlId,int,4,10,0,0
RiskTreatmentPlanControl,RiskTreatmentPlanId,int,4,10,0,0
RiskTreatmentPlanControl,TenantId,int,4,10,0,0
RiskTreatmentPlanControl,ShowInLinkedTreatmentPlans,bit,1,1,0,0
RiskTreatmentPlanImportStagingRecord,Id,int,4,10,0,0
RiskTreatmentPlanImportStagingRecord,TenantId,int,4,10,0,0
RiskTreatmentPlanImportStagingRecord,IDRef,nvarchar,-1,0,0,1
RiskTreatmentPlanImportStagingRecord,Name,nvarchar,-1,0,0,1
RiskTreatmentPlanImportStagingRecord,Status,nvarchar,-1,0,0,1
RiskTreatmentPlanImportStagingRecord,Description,nvarchar,-1,0,0,1
RiskTreatmentPlanImportStagingRecord,Assignees,nvarchar,-1,0,0,1
RiskTreatmentPlanImportStagingRecord,DueDate,nvarchar,-1,0,0,1
